iata,name,city,state,country,latitude,longitude,death
3T3,Boyceville Municipal,Boyceville,WI,USA,45.042185,-92.0293475,0.0
3T5,Fayette Regional Air Center,La Grange,TX,USA,29.90930556,-96.9505,0.0
3TR,Jerry Tyler Memorial,Niles,MI,USA,0.0,0.0,0.0
3U3,Bowman,Anaconda,MT,USA,0.0,0.0,395.0
3U7,Benchmark,Benchmark,MT,USA,0.0,0.0,237.0
3U8,Big Sandy,Big Sandy,MT,USA,0.0,0.0,0.0
3V4,Fort Morgan Municipal,Fort Morgan,CO,USA,0.0,0.0,0.0
3WO,Shawano Municipal,Shawano,WI,USA,0.0,0.0,0.0
3Y2,George L Scott Municipal,West Union,IA,USA,42.98508917,-91.79060417,293.0
3Y3,Winterset Madison County,Winterset,IA,USA,0.0,0.0,0.0
3Z9,Haines SPB,Haines,AK,USA,59.23495111,-135.4407181,197.0
40J,Perry-Foley,Perry,FL,USA,0.0,0.0,31.0
40N,Chester Cty-G O Carlson,Coatesville,PA,USA,0.0,0.0,401.0
40U,Manila,Manila,UT,USA,0.0,0.0,0.0
41U,Manti-Ephraim,Manti,UT,USA,0.0,0.0,235.0
42A,Melbourne Municipal,Melbourne,AR,USA,36.07079222,-91.82914667,0.0
42C,White Cloud,White Cloud,MI,USA,0.0,0.0,280.0
42J,Keystone Airpark,Keystone Heights,FL,USA,0.0,0.0,358.0
42S,Poplar,Poplar,MT,USA,0.0,0.0,0.0
43A,Montgomery County,Star,NC,USA,0.0,0.0,232.0
44B,Dover/Foxcroft,Dover-Foxcroft,ME,USA,45.18338806,-69.2328225,115.0
44N,Sky Acres,Millbrook,NY,USA,41.70742861,-73.73802889,143.0
45J,Rockingham-Hamlet,Rockingham,NC,USA,0.0,0.0,0.0
45OH,North Bass Island,North Bass Island,OH,USA,41.71932528,-82.82196917,491.0
45R,Kountz - Hawthorne,Kountze/Silsbee,TX,USA,0.0,0.0,0.0
46A,Blairsville,Blairsville,GA,USA,0.0,0.0,0.0
46D,Carrington Municipal,Carrington,ND,USA,0.0,0.0,0.0
46N,Sky Park,Red Hook,NY,USA,41.98458333,-73.83596556,33.0
47A,Cherokee County,Canton,GA,USA,34.31058333,-84.42391667,0.0
47J,Cheraw Municipal,Cheraw,SC,USA,34.71258333,-79.95794444,0.0
47N,Central Jersey Regional,Manville,NJ,USA,40.52438417,-74.59839194,229.0
47V,Curtis Municipal,Curtis,NE,USA,40.63750778,-100.4712539,0.0
48A,Cochran,Cochran,GA,USA,0.0,0.0,448.0
48D,Clare Municipal,Clare,MI,USA,43.83111111,-84.74133333,0.0
48I,Braxton County,Sutton,WV,USA,0.0,0.0,0.0
48K,Ness City Municipal,Ness City,KS,USA,0.0,0.0,0.0
48S,Harlem,Harlem,MT,USA,0.0,0.0,437.0
48V,Tri-County,Erie,CO,USA,0.0,0.0,50.0
49A,Gilmer County,Ellijay,GA,USA,34.62786417,-84.52492889,0.0
49T,Downtown Heliport,Dallas,TX,USA,0.0,0.0,384.0
49X,Chemehuevi Valley,Chemehuevi Valley,CA,USA,0.0,0.0,438.0
49Y,Fillmore County,Preston,MN,USA,0.0,0.0,56.0
4A2,Atmautluak,Atmautluak,AK,USA,60.86674556,-162.2731389,421.0
4A4,Cornelius-Moore,Cedartown,GA,USA,0.0,0.0,0.0
4A5,Marshall-Searcy County,Marshall,AR,USA,35.89893667,-92.65588611,0.0
4A6,Scottsboro Municipal,Scottsboro,AL,USA,0.0,0.0,345.0
4A7,Clayton County,Hampton,GA,USA,0.0,0.0,387.0
4A9,Isbell,Fort Payne,AL,USA,0.0,0.0,0.0
4B0,South Albany,South Bethlehem,NY,USA,42.56072611,-73.83395639,395.0
4B1,Duanesburg,Duanesburg,NY,USA,42.75840889,-74.13290472,144.0
4B6,Ticonderoga Muni,Ticonderoga,NY,USA,43.87700278,-73.41317639,4.0
4B7,Schroon Lake,Schroon Lake,NY,USA,43.86256083,-73.74262972,69.0
4B8,Robertson,Plainville,CT,USA,41.69037667,-72.8648225,446.0
4B9,Simsbury Tri-Town,Simsbury,CT,USA,41.91676389,-72.77731778,206.0
4C8,Albia Municipal,Albia,IA,USA,0.0,0.0,470.0
4D0,Abrams Municipal,Grandledge,MI,USA,0.0,0.0,0.0
4D9,Alma Municipal,Alma,NE,USA,40.11389972,-99.34565306,0.0
4F2,Panola County-Sharpe,Carthage,TX,USA,0.0,0.0,187.0
4F4,Gilmer-Upshur County,Gilmer,TX,USA,32.699,-94.94886111,0.0
4G1,Greenville Muni,Greenville,PA,USA,0.0,0.0,1.0
4G2,Hamburg Inc.,Hamburg,NY,USA,0.0,0.0,0.0
4G5,Monroe County,Woodsfield,OH,USA,0.0,0.0,299.0
4G6,Hornell Muni,Hornell,NY,USA,0.0,0.0,269.0
4G7,Fairmont Muni,Fairmont,WV,USA,0.0,0.0,66.0
4I0,Mingo County,Williamson,WV,USA,0.0,0.0,267.0
4I3,Knox County,Mount Vernon,OH,USA,0.0,0.0,0.0
4I7,Putnam County,Greencastle,IN,USA,0.0,0.0,489.0
4I9,Morrow County,Mt. Gilead,OH,USA,0.0,0.0,0.0
4J1,Brantley County,Nahunta,GA,USA,0.0,0.0,2.0
4J2,Berrien County,Nashville,GA,USA,0.0,0.0,0.0
4J5,Quitman-Brooks County,Quitman,GA,USA,0.0,0.0,243.0
4J6,St Marys,St Marys,GA,USA,30.75468028,-81.55731917,0.0
4K0,Pedro Bay,Pedro Bay,AK,USA,59.78960972,-154.1238331,459.0
4K5,Ouzinkie,Ouzinkie,AK,USA,57.92287611,-152.5005111,260.0
4K6,Bloomfield Municipal,Bloomfield,IA,USA,0.0,0.0,0.0
4KA,Tununak,Tununak,AK,USA,60.57559667,-165.2731272,39.0
4M1,Carroll County,Berryville,AR,USA,0.0,0.0,409.0
4M3,Carlisle Municipal,Carlisle,AR,USA,0.0,0.0,0.0
4M4,Clinton Municipal,Clinton,AR,USA,35.59785528,-92.45182472,313.0
4M7,Russellville-Logan County,Russellville,KY,USA,0.0,0.0,128.0
4M8,Clarendon Municipal,Clarendon,AR,USA,34.64870694,-91.39457111,373.0
4M9,Corning Municipal,Corning,AR,USA,0.0,0.0,288.0
4N1,Greenwood Lake,West Milford,NJ,USA,41.12854806,-74.34584611,362.0
4O3,Blackwell-Tonkawa Municipal,Blackwell-Tonkawa,OK,USA,0.0,0.0,448.0
4O4,McCurtain County Regional,Idabel,OK,USA,0.0,0.0,8.0
4O5,Cherokee Municipal,Cherokee,OK,USA,0.0,0.0,0.0
4PH,Polacca,Polacca,AZ,USA,0.0,0.0,334.0
4R1,I H Bass Jr Memorial,Lumberton,MS,USA,0.0,0.0,0.0
4R3,Jackson Municipal,Jackson,AL,USA,31.47210861,-87.89472083,0.0
4R4,Fairhope Municipal,Fairhope,AL,USA,0.0,0.0,0.0
4R5,Madeline Island,La Pointe,WI,USA,0.0,0.0,272.0
4R7,Eunice,Eunice,LA,USA,30.46628389,-92.42379917,0.0
4R9,Dauphin Island,Dauphin Island,AL,USA,0.0,0.0,132.0
4S1,Gold Beach Muni,Gold Beach,OR,USA,42.41344444,-124.4242742,92.0
4S2,Hood River,Hood River,OR,USA,45.67261833,-121.5364625,35.0
4S3,Joseph State,Joseph,OR,USA,45.35709583,-117.2532244,47.0
4S9,Portland-Mulino,Mulino (Portland),OR,USA,45.21632417,-122.5900839,74.0
4SD,Reno/Stead,Reno,NV,USA,39.66738111,-119.8754169,2.0
4T6,Mid-Way,Midlothian-Waxahachie,TX,USA,0.0,0.0,0.0
4U3,Liberty County,Chester,MT,USA,0.0,0.0,185.0
4U6,Circle Town County,Circle,MT,USA,0.0,0.0,396.0
4V0,Rangely,Rangely,CO,USA,0.0,0.0,18.0
4V1,Johnson,Walsenburg,CO,USA,37.69640056,-104.7838747,0.0
4V9,Antelope County,Neligh,NE,USA,0.0,0.0,0.0
4W1,Elizabethtown Municipal,Elizabethtown,NC,USA,0.0,0.0,0.0
4Z4,Holy Cross,Holy Cross,AK,USA,62.18829583,-159.7749503,337.0
4Z7,Hyder SPB,Hyder,AK,USA,55.90331972,-130.0067031,211.0
50I,Kentland Municipal,Kentland,IN,USA,0.0,0.0,307.0
50J,Berkeley County,Moncks Corner,SC,USA,0.0,0.0,0.0
50K,Pawnee City Municipal,Pawnee City,NE,USA,0.0,0.0,0.0
50R,Lockhart Municipal,Lockhart,TX,USA,0.0,0.0,150.0
51D,Edgeley Municipal,Edgeley,ND,USA,0.0,0.0,0.0
51Z,Minto (New),Minto,AK,USA,65.14370889,-149.3699647,26.0
52A,Madison Municipal,Madison,GA,USA,0.0,0.0,0.0
52E,Timberon,Timberon,NM,USA,0.0,0.0,486.0
52J,Lee County,Bishopville,SC,USA,0.0,0.0,0.0
53A,"Dr. C.P. Savage, Sr.",Montezuma,GA,USA,32.302,-84.00747222,278.0
53K,Osage City Municipal,Osage City,KS,USA,38.63334222,-95.80859806,0.0
54J,Defuniak Springs,Defuniak Springs,FL,USA,0.0,0.0,149.0
55D,Grayling Army Airfield,Grayling,MI,USA,0.0,0.0,242.0
55J,Fernandina Beach Municipal,Fernandina Beach,FL,USA,0.0,0.0,210.0
55S,Packwood,Packwood,WA,USA,46.60400083,-121.6778664,232.0
56D,Wyandot County,Upper Sandusky,OH,USA,0.0,0.0,367.0
56M,Warsaw Municipal,Warsaw,MO,USA,0.0,0.0,0.0
56S,Seaside Municipal,Seaside,OR,USA,46.01649694,-123.9054167,13.0
57B,Islesboro,Islesboro,ME,USA,44.30285556,-68.91058722,279.0
57C,East Troy Municipal,East Troy,WI,USA,0.0,0.0,282.0
59B,Newton,Jackman,ME,USA,45.63199111,-70.24728944,411.0
5A4,Okolona Mun.-Richard M. Stovall,Okolona,MS,USA,34.01580528,-88.72618944,0.0
5A6,Winona-Montgomery County,Winona,MS,USA,33.46540139,-89.72924806,0.0
5A8,Aleknagik,Aleknagik,AK,USA,59.28256167,-158.6176725,383.0
5A9,Roosevelt Memorial,Warm Springs,GA,USA,0.0,0.0,0.0
5B2,Saratoga Cty,Saratoga Springs,NY,USA,43.05126111,-73.86119444,394.0
5B3,Danielson,Danielson,CT,USA,41.81974056,-71.90096306,410.0
5B7,Rensselaer Air Park,Troy,NY,USA,42.69091194,-73.57956,462.0
5CD,Chandalar Shelf,Chandalar Camp,AK,USA,68.06543944,-149.5797392,91.0
5D3,Owosso Community,Owosso,MI,USA,42.99297222,-84.1389125,463.0
5F1,Post-Garza County Municipal,Post,TX,USA,0.0,0.0,0.0
5F4,Homer Municipal,Homer,LA,USA,32.78850806,-93.00366083,0.0
5G0,Leroy,Le Roy,NY,USA,42.98136667,-77.93751389,0.0
5G7,Bluffton,Bluffton,OH,USA,0.0,0.0,0.0
5G8,Pittsburgh Boquet Airpark,Jeanette,PA,USA,0.0,0.0,0.0
5G9,Toledo Suburban,Lambertville,MI,USA,0.0,0.0,0.0
5HO,Hope,Hope,AK,USA,60.90415028,-149.6238389,105.0
5I4,Sheridan,Sheridan,IN,USA,0.0,0.0,394.0
5J0,John Day State,John Day,OR,USA,44.40416667,-118.9625,346.0
5J9,Twin City,Loris,SC,USA,0.0,0.0,0.0
5K2,Tribune Municipal,Tribune,KS,USA,0.0,0.0,273.0
5M0,Rountree,Hartselle,AL,USA,0.0,0.0,0.0
5M1,De Witt Municipal,De Witt,AR,USA,0.0,0.0,0.0
5M4,Fordyce Municipal,Fordyce,AR,USA,0.0,0.0,0.0
5M9,Marion-Crittenden County,Marion,KY,USA,0.0,0.0,63.0
5N8,Casselton Regional,Casselton,ND,USA,0.0,0.0,0.0
5ND6,Hillsboro Municipal,Hillsboro,ND,USA,0.0,0.0,0.0
5NI,Nikolai,Nikolai,AK,USA,63.0174475,-154.3639608,471.0
5NK,Naknek,Naknek,AK,USA,58.73288056,-157.0199197,358.0
5NN,Nondalton,Nondalton,AK,USA,59.97904306,-154.8396944,429.0
5R3,Rusty Allen,Lago Vista,TX,USA,0.0,0.0,0.0
5R4,Foley Municipal,Foley,AL,USA,0.0,0.0,332.0
5R5,Wharton Municipal,Wharton,TX,USA,0.0,0.0,0.0
5R8,De Quincy Industrial Airpark,De Quincy,LA,USA,30.44117222,-93.47349722,331.0
5S8,St. Michael,St. Michael,AK,USA,63.49005056,-162.1103692,121.0
5T5,Hillsboro Municipal,Hillsboro,TX,USA,32.08348611,-97.09722722,0.0
5T6,Dona Ana County  At Santa Teresa,Santa Teresa,NM,USA,0.0,0.0,0.0
5T9,Maverick County Meml Intl,Eagle Pass,TX,USA,0.0,0.0,104.0
5TE,Tetlin,Tetlin,AK,USA,63.13382361,-142.5219339,335.0
5U3,Ennis - Big Sky,Ennis,MT,USA,0.0,0.0,477.0
5U8,Geraldine,Geraldine,MT,USA,0.0,0.0,27.0
5V5,Shiprock Airstrip,Shiprock,NM,USA,0.0,0.0,164.0
5V8,Kadoka Municipal,Kadoka,SD,USA,43.83332611,-101.4970881,173.0
5W8,Siler City Municipal,Siler City,NC,USA,0.0,0.0,458.0
5Z1,Juneau Harbor,Juneau,AK,USA,58.29888889,-134.4077778,94.0
5Z5,Kantishna,Kantishna,AK,USA,63.54171472,-150.9939547,242.0
60F,Seymour Municipal,Seymour,TX,USA,0.0,0.0,0.0
60J,Ocean Isle,Ocean Isle Beach,NC,USA,0.0,0.0,0.0
61A,Camden Municipal,Camden,AL,USA,31.97987056,-87.33888056,0.0
61B,Boulder City Municipal,Boulder City,NV,USA,0.0,0.0,248.0
61C,Fort Atkinson Municipal,Fort Atkinson,WI,USA,42.96320278,-88.81762806,0.0
61J,Portland Downtown Heliport,Portland,OR,USA,45.52527778,-122.6709289,366.0
61S,Cottage Grove State,Cottage Grove,OR,USA,43.79984528,-123.0289678,436.0
62D,Warren,Warren,OH,USA,41.26672278,-80.92897778,17.0
62H,Giddings-Lee County,Giddings,TX,USA,30.16927167,-96.98001083,0.0
62S,Christmas Valley,Christmas Valley,OR,USA,43.23653139,-120.6660967,493.0
63A,Lloyd R. Roundtree Seaplane Facility,Petersburg,AK,USA,56.81131972,-132.9600567,52.0
63C,Adams County Legion,Adams/Friendship,WI,USA,0.0,0.0,0.0
63S,Colville Municipal,Colville,WA,USA,48.54156944,-117.8844247,269.0
65J,Wrens Memorial,Wrens,GA,USA,0.0,0.0,401.0
65S,Boundary County,Bonners Ferry,ID,USA,48.72632639,-116.2954761,98.0
66D,Sturgis Municipal,Sturgis,SD,USA,0.0,0.0,0.0
67L,Mesquite,Mesquite,NV,USA,0.0,0.0,487.0
68A,Wrangell SPB,Wrangell,AK,USA,56.466325,-132.3800181,399.0
68S,Davenport,Davenport,WA,USA,47.65404528,-118.1677519,53.0
6A1,Butler Municipal,Butler,GA,USA,0.0,0.0,0.0
6A2,Griffin-Spaulding County,Griffin,GA,USA,0.0,0.0,0.0
6A3,Andrews-Murphy,Andrews,NC,USA,35.19453167,-83.86490194,395.0
6A4,Johnson County,Mountain City,TN,USA,0.0,0.0,0.0
6A8,Allakaket,Allakaket,AK,USA,66.55194444,-152.6222222,267.0
6B0,Middlebury State,Middlebury,VT,USA,43.98478278,-73.09594889,243.0
6B4,Frankfort-Highland,Utica/Frankfort,NY,USA,0.0,0.0,0.0
6B6,Minute Man Airfield,Stow,MA,USA,42.46045361,-71.51791444,406.0
6B8,Caledonia County State,Lyndonville,VT,USA,44.56911417,-72.01797889,355.0
6B9,Skaneateles Aero Drome,Skaneateles,NY,USA,0.0,0.0,0.0
6D6,Greenville Municipal,Greenville,MI,USA,0.0,0.0,176.0
6D8,Barnes County Municipal,Valley City,ND,USA,0.0,0.0,307.0
6F1,Talihina Municipal,Talihina,OK,USA,0.0,0.0,387.0
6G1,Titusville,Titusville,PA,USA,0.0,0.0,365.0
6G5,Barnesville - Bradfield,Barnesville,OH,USA,0.0,0.0,230.0
6I2,Lebanon-Springfield,Springfield,KY,USA,0.0,0.0,143.0
6J0,Corporate,Pelion,SC,USA,0.0,0.0,0.0
6J2,St George,St George,SC,USA,33.1955,-80.50847222,405.0
6J4,Saluda County,Saluda,SC,USA,33.92680111,-81.79455306,118.0
6K3,Creighton Municipal,Creighton,NE,USA,0.0,0.0,0.0
6K4,Fairview Municipal,Fairview,OK,USA,0.0,0.0,427.0
6K8,Tok Junction,Tok,AK,USA,63.32881806,-142.9536194,285.0
6L4,Logan County,Logan,WV,USA,37.85567778,-81.91589722,350.0
6M2,Horseshoe Bend,Horseshoe Bend,AR,USA,0.0,0.0,243.0
6M6,Lewis County Regional,Monticello,MO,USA,0.0,0.0,474.0
6M7,Lee County-Marianna,Marianna,AR,USA,34.78027778,-90.81055556,0.0
6M8,Marked Tree Municipal,Marked Tree,AR,USA,0.0,0.0,0.0
6N5,E 34th St Heliport,New York,NY,USA,40.74260167,-73.97208306,253.0
6N7,New York Skyports Inc. SPB,New York,NY,USA,40.73399083,-73.97291639,479.0
6N8,Thomas County,Thedford,NE,USA,41.96217028,-100.5690139,155.0
6R3,Cleveland Municipal,Cleveland,TX,USA,0.0,0.0,166.0
6R7,Old Harbor (New),Old Harbor,AK,USA,57.21810306,-153.2697494,26.0
6R9,Llano Municipal,Llano,TX,USA,0.0,0.0,343.0
6S0,Big Timber,Big Timber,MT,USA,0.0,0.0,487.0
6S2,Florence Muni,Florence,OR,USA,43.97901,-124.1095631,193.0
6S3,Columbus,Columbus,MT,USA,0.0,0.0,41.0
6S5,Ravalli County,Hamilton,MT,USA,0.0,0.0,0.0
6S8,Laurel Municipal,Laurel,MT,USA,45.70308833,-108.7610886,385.0
6V0,Edgemont Municipal,Edgemont,SD,USA,0.0,0.0,301.0
6V3,Tazewell County,Richlands,VA,USA,0.0,0.0,45.0
6V4,Wall Municipal,Wall,SD,USA,0.0,0.0,0.0
6V6,Hopkins,Nucla,CO,USA,0.0,0.0,140.0
70J,Cairo-Grady County,Cairo,GA,USA,0.0,0.0,489.0
71J,Blackwell,Ozark,AL,USA,0.0,0.0,0.0
72S,Rosalia Municipal,Rosalia,WA,USA,47.23683778,-117.4210244,272.0
73C,Lancaster,Lancaster,WI,USA,0.0,0.0,328.0
73J,Beaufort County,Beaufort,SC,USA,0.0,0.0,0.0
74D,Marshall Cty,Moundsville,WV,USA,0.0,0.0,0.0
74S,Anacortes,Anacortes,WA,USA,48.4989925,-122.6623956,282.0
74V,Roosevelt Municipal,Roosevelt,UT,USA,0.0,0.0,188.0
75J,Turner County,Ashburn,GA,USA,0.0,0.0,0.0
76G,Marine City,Marine City,MI,USA,0.0,0.0,0.0
77G,Marlette Township,Marlette,MI,USA,0.0,0.0,0.0
77S,Hobby,Creswell,OR,USA,43.93206889,-123.0067483,187.0
78D,Caro Municipal,Caro,MI,USA,43.45908333,-83.44522222,0.0
79D,Philippi-Barbour County Regional,Philippi,WV,USA,39.16620778,-80.06258056,109.0
79J,Andalusia,Andalusia,AL,USA,0.0,0.0,0.0
79S,Fort Benton,Fort Benton,MT,USA,0.0,0.0,85.0
7A0,Greensboro Municipal,Greensboro,AL,USA,0.0,0.0,100.0
7A2,Demopolis Municipal,Demopolis,AL,USA,32.46381944,-87.95406389,0.0
7A3,Lanett Municipal,Lanett,AL,USA,0.0,0.0,417.0
7A5,Roanoke Municipal,Roanoke,AL,USA,0.0,0.0,0.0
7A8,Avery County/Morrison,Spruce Pine,NC,USA,0.0,0.0,0.0
7B2,La Fleur,Northampton,MA,USA,42.32816806,-72.61151667,414.0
7D2,Troy-Oakland,Troy,MI,USA,42.54294389,-83.17790861,0.0
7F3,Caddo Mills Municipal,Caddo Mills,TX,USA,0.0,0.0,0.0
7F6,Clarksville-Red River County,Clarksville,TX,USA,0.0,0.0,88.0
7F7,Clifton Municipal,Clifton,TX,USA,0.0,0.0,150.0
7F9,Comanche County-City,Comanche,TX,USA,31.91681306,-98.600325,444.0
7G0,Ledgedale Airpark,Brockport,NY,USA,0.0,0.0,317.0
7G8,Geauga County,Middlefield,OH,USA,0.0,0.0,0.0
7I7,Bellefontaine Municipal,Bellefontaine,OH,USA,0.0,0.0,0.0
7K0,Pike County-Hatcher,Pikeville,KY,USA,37.56173889,-82.56660694,137.0
7K2,Skagway SPB,Skagway,AK,USA,59.44689528,-135.3226633,190.0
7K4,Ohio County,Hartford,KY,USA,0.0,0.0,491.0
7K8,Martin,South Sioux City,NE,USA,42.45416111,-96.47253111,0.0
7KA,Tatitlek,Tatitlek,AK,USA,60.86890528,-146.6864653,179.0
7M1,McGehee Municipal,McGehee,AR,USA,0.0,0.0,459.0
7M3,Bearce,Mount Ida,AR,USA,0.0,0.0,0.0
7M4,Osceola Municipal,Osceola,AR,USA,0.0,0.0,0.0
7M5,Ozark-Franklin County,Ozark,AR,USA,35.51069583,-93.8393075,54.0
7M7,Piggott Municipal,Piggott,AR,USA,0.0,0.0,0.0
7N0,New Orleans Downtown Heliport,New Orleans,LA,USA,0.0,0.0,0.0
7N1,Corning-Painted Post,Corning,NY,USA,0.0,0.0,0.0
7N7,Spitfire Aerodrome,Pedrictown,NJ,USA,0.0,0.0,0.0
7S0,Ronan,Ronan,MT,USA,0.0,0.0,0.0
7S1,Twin Bridges,Twin Bridges,MT,USA,0.0,0.0,261.0
7S5,Independence State,Independence,OR,USA,44.86676444,-123.1982475,287.0
7S6,White Sulphur Springs,White Sulphur Springs,MT,USA,0.0,0.0,0.0
7S7,Valier,Valier,MT,USA,0.0,0.0,0.0
7V1,Buena Vista Muni,Buena Vista,CO,USA,38.81416194,-106.1206939,87.0
7V7,Red Cloud Municipal,Red Cloud,NE,USA,0.0,0.0,0.0
7W6,Hyde County,Englehard,NC,USA,0.0,0.0,470.0
80F,Antlers Municipal,Antlers,OK,USA,0.0,0.0,0.0
81B,Oxford County Regional,Norway,ME,USA,44.15742611,-70.48129583,91.0
82C,Mauston-New Lisbon Union,New Lisbon,WI,USA,0.0,0.0,417.0
82V,Pine Bluffs Municipal,Pine Bluffs,WY,USA,0.0,0.0,0.0
83D,Mackinac County,St Ignace,MI,USA,0.0,0.0,338.0
84D,Cheyenne Eagle Butte,Eagle Butte,SD,USA,44.984375,-101.2510417,293.0
84K,Meyers Chuck SPB,Meyers Chuck,AK,USA,55.73963611,-132.2550183,472.0
84R,Smithville Municipal,Smithville,TX,USA,0.0,0.0,0.0
85V,Ganado,Ganado,AZ,USA,0.0,0.0,0.0
86F,Carnegie Municipal,Carnegie,OK,USA,0.0,0.0,0.0
87I,Yazoo County,Yazoo City,MS,USA,0.0,0.0,0.0
87Y,Blackhawk Airfield,Madison,WI,USA,0.0,0.0,90.0
88C,Palmyra Municipal,Palmyra,WI,USA,42.88355556,-88.59743056,0.0
88J,Allendale County,Allendale,SC,USA,0.0,0.0,171.0
88M,Eureka,Eureka,MT,USA,48.96885444,-115.0704464,368.0
89D,Kelleys Island Land,Kelleys Island,OH,USA,0.0,0.0,14.0
8A0,Albertville Municipal,Albertville,AL,USA,34.22910972,-86.25575806,59.0
8A1,Guntersville Municipal,Guntersville,AL,USA,0.0,0.0,389.0
8A3,Livingston Municipal,Livingston,TN,USA,0.0,0.0,357.0
8B0,Rangeley Municipal,Rangeley,ME,USA,44.991895,-70.66462472,377.0
8D1,New Holstein Municipal,New Holstein,WI,USA,0.0,0.0,0.0
8D3,Sisseton Municipal,Sisseton,SD,USA,0.0,0.0,400.0
8D4,Sparta,Sparta,MI,USA,0.0,0.0,0.0
8D7,Clark County,Clark,SD,USA,0.0,0.0,403.0
8D9,Howard Municipal,Howard,SD,USA,0.0,0.0,0.0
8F7,Decatur Municipal,Decatur,TX,USA,0.0,0.0,378.0
8G2,Lawrence,Corry,PA,USA,0.0,0.0,0.0
8G6,Harrison County,Cadiz,OH,USA,40.23820667,-81.01256917,0.0
8G7,Zelienople,Zelienople,PA,USA,0.0,0.0,86.0
8K8,Cimarron Municipal,Cimarron,KS,USA,0.0,0.0,490.0
8K9,Murphys Pullout SPB,Ketchikan,AK,USA,55.38965028,-131.7380742,443.0
8M1,Booneville-Baldwyn,Booneville,MS,USA,34.58981806,-88.64699861,182.0
8S1,Polson,Polson,MT,USA,0.0,0.0,0.0
8S2,Cashmere-Dryden,Cashmere,WA,USA,47.51484611,-120.4848025,465.0
8S5,East Cooper,Mt Pleasant,SC,USA,32.89783333,-79.78286111,71.0
8U6,Terry,Terry,MT,USA,0.0,0.0,70.0
8U8,Townsend,Townsend,MT,USA,0.0,0.0,0.0
8V2,Stuart-Atkinson Municipal,Atkinson,NE,USA,0.0,0.0,369.0
8Y2,Buffalo Municipal,Buffalo,MN,USA,45.15904694,-93.84330361,0.0
91C,Sauk - Prairie,Prairie Du Sac,WI,USA,43.2969325,-89.75595639,258.0
91F,Arrowhead,Canadian,OK,USA,0.0,0.0,0.0
93B,Stonington,Stonington,ME,USA,44.17508056,-68.67863722,125.0
93C,Richland,Richland Center,WI,USA,43.28333333,-90.29827778,389.0
93F,Mignon Laird Municipal,Cheyenne,OK,USA,35.60393694,-99.70343889,0.0
93Y,David City Municipal,David City,NE,USA,0.0,0.0,62.0
94K,Cassville Municipal,Cassville,MO,USA,0.0,0.0,26.0
95F,Cleveland Municipal,Cleveland,OK,USA,0.0,0.0,0.0
96D,Walhalla Municipal,Walhalla,ND,USA,0.0,0.0,0.0
96Z,North Whale SPB,North Whale Pass,AK,USA,56.11631056,-133.1217153,347.0
97M,Ekalaka,Ekalaka,MT,USA,0.0,0.0,270.0
98D,Onida Municipal,Onida,SD,USA,0.0,0.0,330.0
99N,Bamburg County,Bamburg,SC,USA,0.0,0.0,0.0
99Y,Greeley Municipal,Greeley,NE,USA,0.0,0.0,402.0
9A1,Covington Municipal,Covington,GA,USA,0.0,0.0,0.0
9A3,Chuathbaluk,Chuathbaluk,AK,USA,61.58317306,-159.2359667,261.0
9A4,Lawrence County,Courtland,AL,USA,0.0,0.0,0.0
9A5,Barwick-LaFayette,LaFayette,GA,USA,34.68896917,-85.29023333,312.0
9A6,Chester Municipal,Chester,SC,USA,0.0,0.0,164.0
9A8,Ugashik,Ugashik,AK,USA,57.5278675,-157.3993056,463.0
9C8,Evart Municipal,Evart,MI,USA,43.8958525,-85.27920861,247.0
9D0,Highmore Municipal,Highmore,SD,USA,0.0,0.0,0.0
9D1,Gregory Municipal,Gregory,SD,USA,0.0,0.0,263.0
9D2,Harding County,Buffalo,SD,USA,0.0,0.0,376.0
9D7,Cando Municipal,Cando,ND,USA,0.0,0.0,297.0
9D9,Hastings Municipal,Hastings,MI,USA,0.0,0.0,37.0
9G0,Buffalo Airfield,Buffalo,NY,USA,0.0,0.0,0.0
9G1,West Penn,Tarentum,PA,USA,40.60423333,-79.82060611,483.0
9G3,Akron,Akron,NY,USA,0.0,0.0,446.0
9G5,Royalton,Gasport,NY,USA,43.18200222,-78.55780528,0.0
9G8,Ebensburg,Ebensburg,PA,USA,0.0,0.0,328.0
9I0,Havana Regional,Havana,IL,USA,0.0,0.0,0.0
9I3,West Liberty,West Liberty,KY,USA,0.0,0.0,0.0
9K2,Kokhanok,Kokhanok,AK,USA,59.43264556,-154.8027058,188.0
9K4,Skyhaven,Warrensburg,MO,USA,0.0,0.0,453.0
9K7,Ellsworth Municipal,Ellsworth,KS,USA,0.0,0.0,0.0
9K8,Kingman Municipal,Kingman,KS,USA,0.0,0.0,292.0
9M4,Ackerman-Choctaw County,Ackerman,MS,USA,0.0,0.0,0.0
9M6,Kelly,Oak Grove,LA,USA,0.0,0.0,124.0
9M8,Sheridan-Grant County Regional,Sheridan,AR,USA,34.32842917,-92.35098583,0.0
9S2,Scobey,Scobey,MT,USA,0.0,0.0,475.0
9S4,Mineral County,Superior,MT,USA,0.0,0.0,247.0
9S5,Three Forks,Three Forks,MT,USA,45.87852778,-111.5691389,0.0
9S7,Winifred,Winifred,MT,USA,0.0,0.0,4.0
9S9,Lexington,Lexington,OR,USA,45.45263139,-119.6886361,261.0
